uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
Q13489,2.3.2.27,Baculoviral IAP repeat-containing protein 3 (Apoptosis inhibitor 2) (API2) (Cellular inhibitor of apoptosis 2) (C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1) (hIAP-1) (hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1),BIRC3,Homo sapiens,2UVL;3EB5;3EB6;3M0A;3M0D;7NK0,68372,"Interacts with PRSS25; interaction inhibits apoptotic suppressor activity. The BIR motifs region interacts with TNF receptor associated factors 1 and 2 (TRAF1 and TRAF2) to form a heteromeric complex, which is then recruited to the tumor necrosis factor receptor 2 (TNFR2). Interaction with TRAF2 is required for ubiquitination of IKBKE, degradation of NFKBIA and activation of NF-kappa-B. Interacts with RIP1, RIP2, RIP3, RIP4 and USP19",604,ENSG00000023445
Q13705,2.7.11.30,Activin receptor type-2B (Activin receptor type IIB) (ACTR-IIB),ACVR2B,Homo sapiens,2H62;2QLU;4FAO;5NGV;5NHR;7MRZ;7OLY;9D20;9N4K,57724,Forms an activin receptor complex with activin type II receptors such as ACVR1B. Interacts with VPS39. Interacts with DYNLT1. Interacts with BMP3 (PubMed:31665064). Interacts with BMP2 (PubMed:17295905). Interacts with BMP6 (PubMed:18070108),512,ENSG00000114739
Q14289,2.7.10.2,Protein-tyrosine kinase 2-beta (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),PTK2B,Homo sapiens,2LK4;3CC6;3ET7;3FZO;3FZP;3FZR;3FZS;3FZT;3GM1;3GM2;3GM3;3H3C;3U3F;4EKU;4H1J;4H1M;4R32;4XEF;4XEK;4XEV;5TO8;5TOB;6LF3;7PLL;8XOX;8YGX,115875,"Homodimer, or homooligomer. Interacts with SIRPA and SH2D3C. Interacts with ARHGAP10. Interacts with DLG4 (By similarity). Interacts with KCNA2 (By similarity). Interacts with NPHP1, ASAP1, ASAP2, ARHGAP26, SKAP2 and TGFB1I1. The Tyr-402 phosphorylated form interacts with SRC (via SH2 domain) and SRC family members. Forms a signaling complex with EPHA1, LCK and phosphatidylinositol 3-kinase; upon activation by EFNA1. Interacts with GRB2 (via SH2 domain). Interacts with P53/TP53 and MDM2. Interac",1009,ENSG00000120899
Q14790,3.4.22.61,Caspase-8 (CASP-8) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],CASP8,Homo sapiens,1F9E;1I4E;1QDU;1QTN;2C2Z;2FUN;2K7Z;2Y1L;3H11;3KJN;3KJQ;4JJ7;4PRZ;4PS1;4ZBW;5H31;5H33;5JQE;5L08;6AGW;6PX9;6X8H;7DEE;7LVJ;7LVM;8YBX;8YD7;8YD8;8YM4;8YM5;8YM6;8YNI;8YNK;8YNL;8YNM;8YNN,55391,"Heterotetramer that consists of two anti-parallel arranged heterodimers, each one formed by a 18 kDa (p18) and a 10 kDa (p10) subunit (PubMed:10508784). Component of the death-induced signaling complex (DISC) composed of cell surface receptor FAS/CD95 or TNFRSF1A, adapter protein FADD and the CASP8 protease; recruitment of CASP8 to the complex is required for processing of CASP8 into the p18 and p10 subunits (PubMed:8681376, PubMed:8681377, PubMed:9184224). Component of the AIM2 PANoptosome comp",479,ENSG00000064012
Q15120,2.7.11.2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (Pyruvate dehydrogenase kinase isoform 3)",PDK3,Homo sapiens,1Y8N;1Y8O;1Y8P;2PNR;2Q8I,46939,"Homodimer. Interacts with the pyruvate dehydrogenase complex subunit DLAT, and is part of the multimeric pyruvate dehydrogenase complex that contains multiple copies of pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (DLAT, E2) and lipoamide dehydrogenase (DLD, E3)",406,ENSG00000067992
Q16584,2.7.11.25,Mitogen-activated protein kinase kinase kinase 11 (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase),MAP3K11,Homo sapiens,5K26;5K28;6AQB;6CQ7,92688,"Homodimer; undergoes dimerization during activation (PubMed:9829970). Interacts with MAP2K4/MKK4 (By similarity). Interacts with MAP2K7/MKK7 (PubMed:9003778). Found in a complex with SH3RF1, RAC1, MAP2K7/MKK7, MAPK8IP1/JIP1 and MAPK8/JNK1 (By similarity)",847,ENSG00000173327
Q8WUI4,3.5.1.98,Histone deacetylase 7 (HD7) (Histone deacetylase 7A) (HD7a) (Protein deacetylase HDAC7),HDAC7,Homo sapiens,3C0Y;3C0Z;3C10;3ZNR;3ZNS;8Q9Q,102927,"Interacts with HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, NCOR1, NCOR2, SIN3A, SIN3B, RBBP4, RBBP7, MTA1L1, SAP30 and MBD3 (PubMed:11466315). Interacts with KAT5 and EDNRA (PubMed:11262386, PubMed:12551922). Interacts with the 14-3-3 protein YWHAE, MEF2A, MEF2B and MEF2C. Interacts with ZMYND15 (By similarity). Interacts with KDM5B (PubMed:17373667). Interacts with PML (PubMed:22155184). Interacts with FOXP3 (PubMed:17360565). Interacts with RARA (PubMed:28167758)",952,ENSG00000061273
Q96EB6,2.3.1.286,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (NAD-dependent protein deacylase sirtuin-1) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)],SIRT1,Homo sapiens,4I5I;4IF6;4IG9;4KXQ;4ZZH;4ZZI;4ZZJ;5BTR;8ANB,81681,"Interacts with XBP1 isoform 2 (PubMed:20955178). Found in a complex with PCAF and MYOD1. Interacts with FOXO1; the interaction deacetylates FOXO1, resulting in its nuclear retention and promotion of its transcriptional activity Component of the eNoSC complex, composed of SIRT1, SUV39H1 and RRP8. Interacts with HES1, HEY2 and PML. Interacts with RPS19BP1/AROS. Interacts with CCAR2 (via N-terminus); the interaction disrupts the interaction between SIRT1 and p53/TP53. Interacts with SETD7; the inte",747,ENSG00000096717
Q96GD4,2.7.11.1,Aurora kinase B (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B),AURKB,Homo sapiens,4AF3,39311,"Component of the chromosomal passenger complex (CPC) composed of at least BIRC5/survivin, CDCA8/borealin, INCENP, AURKB or AURKC; predominantly independent AURKB- and AURKC-containing complexes exist (PubMed:11516652, PubMed:12925766, PubMed:14722118, PubMed:15249581, PubMed:18591255, PubMed:20562864, PubMed:27332895). Associates with RACGAP1 during M phase (PubMed:12689593). Interacts with SPDYC; this interaction may be required for proper localization of active, Thr-232-phosphorylated AURKB fo",344,ENSG00000178999
Q9NXG6,1.14.11.29,Transmembrane prolyl 4-hydroxylase (P4H-TM) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),P4HTM,Homo sapiens,6TP5,56661,Homodimer,502,ENSG00000178467
Q9NYV4,2.7.11.22,"Cyclin-dependent kinase 12  (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)",CDK12,Homo sapiens,4CXA;4NST;4UN0;5ACB;6B3E;6CKX;6TD3;7NXK;8BU1;8BU2;8BU3;8BU4;8BU5;8BU6;8BU7;8BU9;8BUA;8BUB;8BUC;8BUD;8BUE;8BUF;8BUG;8BUH;8BUI;8BUJ;8BUK;8BUL;8BUM;8BUN;8BUO;8BUP;8BUQ;8BUR;8BUS;8BUT;8P81;9FMR;9JK1,164155,Interacts with CCNL1 and CCNL2 (By similarity). Interacts with CCNK,1490,ENSG00000167258
Q9UQB9,2.7.11.1,Aurora kinase C (Aurora 3) (Aurora/IPL1-related kinase 3) (ARK-3) (Aurora-related kinase 3) (Aurora/IPL1/Eg2 protein 2) (Serine/threonine-protein kinase 13) (Serine/threonine-protein kinase aurora-C),AURKC,Homo sapiens,6GR8;6GR9;9ESA,35591,"Component of the chromosomal passenger complex (CPC) composed of at least BIRC5/survivin, CDCA8/borealin, INCENP, AURKB or AURKC; predominantly independent AURKB- and AURKC-containing complexes exist; in the complex interacts directly with BIRC5/survivin and INCENP. Interacts with TACC1",309,ENSG00000105146
O00187,3.4.21.104,Mannan-binding lectin serine protease 2 (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain],MASP2,Homo sapiens,1Q3X;1SZB;1ZJK;3TVJ;5JPM;7PQN;9D17;9D3Y;9D40;9D4D,75702,"Homodimer; disulfide-linked (PubMed:15117939, PubMed:15364579). Interacts with MBL2 and FCN2; requires calcium ions (PubMed:15117939). Interacts with SERPING1 (PubMed:10946292). Interacts with guianensin, an anticoagulant and anti-complement protein from Simulium guianense saliva; the interaction results in the inhibition of MASP2 enzymatic activity (PubMed:39924859)",686,ENSG00000009724
O00217,7.1.1.2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)",NDUFS8,Homo sapiens,5XTB;5XTD;5XTH;5XTI;9CWT;9I4I;9TI4,23705,Core subunit of respiratory chain NADH dehydrogenase (Complex I) which is composed of 45 different subunits (PubMed:12611891). This is a component of the iron-sulfur (IP) fragment of the enzyme (By similarity). Interacts with RAB5IF (PubMed:31536960),210,ENSG00000110717
O14920,2.7.11.1,Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (I-kappa-B kinase 2) (IKK-2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB),IKBKB,Homo sapiens,3BRT;3BRV;4E3C;4KIK;8OMV,86564,"Component of the I-kappa-B-kinase (IKK) core complex consisting of CHUK, IKBKB and IKBKG; probably four alpha/CHUK-beta/IKBKB dimers are associated with four gamma/IKBKG subunits (PubMed:32935379). The IKK core complex seems to associate with regulatory or adapter proteins to form a IKK-signalosome holo-complex (PubMed:12612076). The IKK complex associates with TERF2IP/RAP1, leading to promote IKK-mediated phosphorylation of RELA/p65 (By similarity). Part of a complex composed of NCOA2, NCOA3, C",756,ENSG00000104365
O75489,7.1.1.2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",NDUFS3,Homo sapiens,5XTB;5XTD;5XTH;5XTI;9CWT;9I4I;9TI4,30242,"Core subunit of respiratory chain NADH dehydrogenase (Complex I) which is composed of 45 different subunits (PubMed:12611891). Interacts with NDUFAF3 (PubMed:19463981). Interacts with RAB5IF (PubMed:31536960). Found in subcomplexes containing subunits NDUFS2, MT-ND1 and NDUFA13 (PubMed:17209039, PubMed:18826940)",264,ENSG00000213619
P00326,1.1.1.1,Alcohol dehydrogenase 1C (Alcohol dehydrogenase subunit gamma),ADH1C,Homo sapiens,1HT0;1U3W,39868,"Dimer of identical or non-identical chains of class I alcohol dehydrogenase: ADH1A, ADH1B, and ADH1C",375,ENSG00000248144
P00740,3.4.21.22,Coagulation factor IX (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,Homo sapiens,1CFH;1CFI;1EDM;1IXA;1MGX;1NL0;1RFN;2WPH;2WPI;2WPJ;2WPK;2WPL;2WPM;3KCG;3LC3;3LC5;4WM0;4WMA;4WMB;4WMI;4WMK;4WN2;4WNH;4YZU;4Z0K;4ZAE;5EGM;5F84;5F85;5F86;5JB8;5JB9;5JBA;5JBB;5JBC;5TNO;5TNT;5VYG;6MV4;6RFK;6X5J;6X5L;6X5P;7AHV;8EPC;8EPH;8EPK;8OL9;9BVK;9BVR,51778,"Heterodimer of a light chain and a heavy chain; disulfide-linked (PubMed:20080729, PubMed:20121197, PubMed:20121198). Interacts (inactive and activated) with F11 (activated) in calcium-dependent manner (PubMed:22961984). Interacts with SERPINC1 (PubMed:20080729). Interacts (activated) with iripin-8, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:34502392). Interacts (inactive and activated) with nitrophorin-2, an anticoagulant protein from Rhodnius prolixus (PubMed:10692472)",461,ENSG00000101981
P00751,3.4.21.47,Complement factor B (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba (Ba); Complement factor B Bb (Bb)],CFB,Homo sapiens,1DLE;1Q0P;1RRK;1RS0;1RTK;2OK5;2WIN;2XWB;2XWJ;3HRZ;3HS0;6QSW;6QSX;6RAV;6RUR;6RUV;6T8U;6T8V;6T8W;7JTN;7JTQ;7NOZ;8ENU;8EOK;8UIN;9U62,85533,"Monomer (PubMed:19574954). Interacts with complement C3b; this interaction is dependent on the presence of Mg(2+) (PubMed:28264884, PubMed:31507604)",764,ENSG00000243649
P00813,3.5.4.4,Adenosine deaminase (Adenosine aminohydrolase),ADA,Homo sapiens,3IAR;7RTG,40764,"Interacts with DPP4 (via extracellular domain) (PubMed:10951221, PubMed:14691230, PubMed:15016824, PubMed:7907293, PubMed:8101391). Interacts with PLG (via Kringle 4 domain); the interaction stimulates PLG activation when in complex with DPP4 (PubMed:15016824)",363,ENSG00000196839
P04629,2.7.10.1,High affinity nerve growth factor receptor (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA),NTRK1,Homo sapiens,1HE7;1SHC;1WWA;1WWW;2IFG;2N90;4AOJ;4CRP;4F0I;4GT5;4PMM;4PMP;4PMS;4PMT;4YNE;4YPS;5H3Q;5I8A;5JFS;5JFV;5JFW;5JFX;5KMI;5KMJ;5KMK;5KML;5KMM;5KMN;5KMO;5KVT;5WR7;6D1Y;6D1Z;6D20;6D22;6DKB;6DKG;6DKI;6DKW;6IQN;6J5L;6NPT;6NSP;6NSS;6PL1;6PL2;6PL3;6PL4;6PMA;6PMB,87497,"Exists in a dynamic equilibrium between monomeric (low affinity) and dimeric (high affinity) structures. Homodimerization is induced by binding of a NGF dimer (PubMed:10490030, PubMed:1281417, PubMed:17196528). Interacts with SQSTM1; bridges NTRK1 to NGFR (PubMed:11244088). Forms a ternary complex with NGFR and KIDINS220; this complex is affected by the expression levels of KIDINS220 and an increase in KIDINS220 expression leads to a decreased association of NGFR and NTRK1 (By similarity). Inter",796,ENSG00000198400
P05023,7.2.2.13,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (Sodium pump subunit alpha-1),ATP1A1,Homo sapiens,7E1Z;7E20;7E21;9KCG;9KCI;9KCJ;9KCK;9KCL;9KCM;9KCR,112896,"The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit, called FXYD. There are four, three and seven isoforms for the alpha, beta and regulatory subunits, respectively, among which the expression of the alpha isoforms is tissue-specific (PubMed:35803952). The particular alpha/beta/FXYD combination in each tissue defines the pump's kinetic and regulatory properties. Interacts with ATP1B1 (PubM",1023,ENSG00000163399
P05093,1.14.14.19,"Steroid 17-alpha-hydroxylase/17,20 lyase (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17) (Steroid 17-alpha-monooxygenase)",CYP17A1,Homo sapiens,3RUK;3SWZ;4NKV;4NKW;4NKX;4NKY;4NKZ;5IRQ;5IRV;5UYS;6CHI;6CIR;6CIZ;6WR0;6WR1;6WW0;8FDA,57371,,508,ENSG00000148795
P05164,1.11.2.2,Myeloperoxidase (MPO) [Cleaved into: Myeloperoxidase (75 kDa myeloperoxidase); 89 kDa myeloperoxidase; 84 kDa myeloperoxidase (Promyeloperoxidase) (proMPO); Myeloperoxidase light chain (Myeloperoxidase L-chain) (14.5 kDa myeloperoxidase); Myeloperoxidase heavy chain (Myeloperoxidase H-chain) (59 kDa,MPO,Homo sapiens,1CXP;1D2V;1D5L;1D7W;1DNU;1DNW;1MHL;1MYP;3F9P;3ZS0;3ZS1;4C1M;4DL1;4EJX;5FIW;5MFA;5QJ2;5QJ3;5UZU;5WDJ;6AZP;6BMT;6WXZ;6WY0;6WY5;6WY7;6WYD;7LAE;7LAG;7LAL;7LAN;7NI1;7NI3;7OIH;7QZR;7Z53;9GEN;9GEP;9GEQ;9GER;9IHD;9IHE;9IHF;9QE3;9QEX;9QGA;9QJ3;9QJO;9SDS,83869,"Mature myeloperoxidase is a homodimer; disulfide-linked (PubMed:10766826, PubMed:20332087, PubMed:2820530, PubMed:31719144). Each monomer is composed of myeloperoxidase heavy chain and myeloperoxidase light chain (PubMed:10766826, PubMed:20332087, PubMed:2820530). Interacts with CP (ceruloplasmin); inhibiting the peroxidase activity of MPO (By similarity). Found in a complex with CP and LTF; protects CP antioxidant properties by MPO (PubMed:23843990)",745,ENSG00000005381
P07202,1.11.1.8,Thyroid peroxidase (TPO),TPO,Homo sapiens,,102963,"Interacts with DUOX1, DUOX2 and CYBA",933,ENSG00000115705
P07237,5.3.4.1,Protein disulfide-isomerase (PDI) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),P4HB,Homo sapiens,1BJX;1MEK;1X5C;2BJX;2K18;3BJ5;3UEM;4EKZ;4EL1;4JU5;6I7S;7ZSC;8EOJ;8GDY,57116,"Heterodimer; heterodimerizes with the protein microsomal triglyceride transfer MTTP (PubMed:16478722, PubMed:23475612, PubMed:26224785). Homodimer. Monomers and homotetramers may also occur. Interacts with P4HA2, forming a heterotetramer consisting of 2 alpha subunits (P4HA2) and 2 beta (P4HB), where P4HB plays the role of a structural subunit; this tetramer catalyzes the formation of 4-hydroxyproline in collagen (PubMed:7753822). Also constitutes the structural subunit of the microsomal triacyl",508,ENSG00000185624
P08246,3.4.21.37,Neutrophil elastase (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE,Homo sapiens,1B0F;1H1B;1HNE;1PPF;1PPG;2RG3;2Z7F;3Q76;3Q77;4NZL;4WVP;5A09;5A0A;5A0B;5A0C;5A8X;5A8Y;5A8Z;5ABW;6E69;6F5M;6SMA;7CBK;7WHU;8D4Q;8D4U;8D7I;8D7K;8G24;8G25;8G26;8QGX;8VK5;9ASS;9ASX;9ATK;9ATU;9SI4,28518,"Interacts with NOTCH2NL (PubMed:14673143). Interacts with agaphelin, an antihemostatic protein from Anopheles gambiae (PubMed:25211214)",267,ENSG00000197561
P08575,3.1.3.48,Receptor-type tyrosine-protein phosphatase C (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45),PTPRC,Homo sapiens,1YGR;1YGU;5FMV;5FN6;5FN7;8VSE,147486,Binds GANAB and PRKCSH (By similarity). Interacts with SKAP1 (PubMed:11909961). Interacts with DPP4; the interaction is enhanced in an interleukin-12-dependent manner in activated lymphocytes (PubMed:12676959). Interacts with CD53; this interaction stabilizes PTPRC on the membrane and is required for optimal phosphatase activity (PubMed:35767951),1306,ENSG00000081237
P08842,3.1.6.2,Steryl-sulfatase (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase),STS,Homo sapiens,1P49;8EG3,65492,Homodimer,583,ENSG00000101846
P10253,3.2.1.20,Lysosomal alpha-glucosidase (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase],GAA,Homo sapiens,5KZW;5KZX;5NN3;5NN4;5NN5;5NN6;5NN8;7P2Z;7P32;8CB1;8CB6;9GSV;9GSW;9GTC;9GTD;9GTL;9GTN;9GTT;9GTW,105324,,952,ENSG00000171298
P11362,2.7.10.1,Fibroblast growth factor receptor 1 (FGFR-1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (CD antigen CD331),FGFR1,Homo sapiens,1AGW;1CVS;1EVT;1FGI;1FGK;1FQ9;1XR0;2CR3;2FGI;3C4F;3DPK;3GQI;3GQL;3JS2;3KRJ;3KRL;3KXX;3KY2;3OJV;3RHX;3TT0;4F63;4F64;4F65;4NK9;4NKA;4NKS;4RWI;4RWJ;4RWK;4RWL;4UWB;4UWC;4UWY;4V01;4V04;4V05;4WUN;4ZSA;5A46;5A4C;5AM6;5AM7;5B7V;5EW8;5FLF;5O49;5O4A;5UQ0;5UR1,91868,"Monomer. Homodimer after ligand binding. Interacts predominantly with FGF1 and FGF2, but can also interact with FGF3, FGF4, FGF5, FGF6, FGF8, FGF10, FGF19, FGF21, FGF22 and FGF23 (in vitro) (PubMed:12181353, PubMed:16597617, PubMed:1697263, PubMed:1722683, PubMed:17623664, PubMed:8663044, PubMed:9655399). Ligand specificity is determined by tissue-specific expression of isoforms, and differences in the third Ig-like domain are crucial for ligand specificity. Affinity for fibroblast growth factor",822,ENSG00000077782
P12821,3.4.15.1,"Angiotensin-converting enzyme (ACE) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",ACE,Homo sapiens,1O86;1O8A;1UZE;1UZF;2C6F;2C6N;2IUL;2IUX;2OC2;2XY9;2XYD;2YDM;3BKK;3BKL;3L3N;3NXQ;4APH;4APJ;4BXK;4BZR;4BZS;4C2N;4C2O;4C2P;4C2Q;4C2R;4CA5;4CA6;4UFA;4UFB;5AM8;5AM9;5AMA;5AMB;5AMC;6EN5;6EN6;6F9R;6F9T;6F9U;6F9V;6H5W;6H5X;6QS1;6TT1;6TT3;6TT4;6ZPQ;6ZPT;6ZPU,149715,"Monomer and homodimer; homodimerizes following binding to an inhibitor (PubMed:16476786). Interacts with calmodulin (CALM1, CALM2 or CALM3); interaction takes place in the cytoplasmic region and regulates phosphorylation and proteolytic cleavage (By similarity)",1306,ENSG00000159640
P13637,7.2.2.13,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3),ATP1A3,Homo sapiens,8D3U;8D3V;8D3W;8D3X;8D3Y,111749,"The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit, called FXYD. There are four, three and seven isoforms for the alpha, beta and regulatory subunits, respectively, among which the expression of the alpha isoforms is tissue-specific. Interacts with regulatory subunit FXYD1 (By similarity). Interacts with regulatory subunit FXYD6 (PubMed:36075933)",1013,ENSG00000105409
P14778,3.2.2.6,"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 rece",IL1R1,Homo sapiens,1G0Y;1IRA;1ITB;4DEP;4GAF,65402,The interleukin-1 receptor complex is a heterodimer of IL1R1 and IL1RAP. Interacts with PIK3R1. Interacts with IL1A (PubMed:2950091),569,ENSG00000115594
P15056,2.7.11.1,Serine/threonine-protein kinase B-raf (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF,Homo sapiens,1UWH;1UWJ;2FB8;2L05;3C4C;3D4Q;3IDP;3II5;3NY5;3OG7;3PPJ;3PPK;3PRF;3PRI;3PSB;3PSD;3Q4C;3Q96;3SKC;3TV4;3TV6;4CQE;4DBN;4E26;4E4X;4EHE;4EHG;4FC0;4FK3;4G9C;4G9R;4H58;4JVG;4KSP;4KSQ;4MBJ;4MNE;4MNF;4PP7;4R5Y;4RZV;4RZW;4WO5;4XV1;4XV2;4XV3;4XV9;4YHT;5C9C;5CSW,84437,"Monomer (PubMed:19710016). Homodimer (PubMed:19710016, PubMed:36402789). Heterodimerizes with RAF1, and the heterodimer possesses a highly increased kinase activity compared to the respective homodimers or monomers (PubMed:19710016). Heterodimerization is mitogen-regulated and enhanced by 14-3-3 proteins. MAPK1/ERK2 activation can induce a negative feedback that promotes the dissociation of the heterodimer by phosphorylating BRAF at Thr-753. Heterodimerizes (via N-terminus) with KSR1 (via N-term",766,ENSG00000157764
